id,topic,quote,author,page,source_title,source_file
774,"HELL, DAMNATION, THE DAMNED","It is in vain that some, indeed very many, moan about eternal punishment, and the perpetual, uninterrupted torments of the lost, and say they do not believe it will be so. Though they do not blatantly deny Holy Scripture, yet at the suggestion of their own feelings, they soften down everything that seems hard, and give a milder turn to statements that they think are designed to frighten rather than to be received as literally true. … But this perpetual death of the wicked, that is, their alienation from the life of God, will abide forever.",Augustine of Hippo,203,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
775,"HELL, DAMNATION, THE DAMNED","The damned will be as though always dying and never dead and never going to die. For this reason damnation is described as everlasting death, seeing that just as a dying man is in extreme pain, even so are they who are in hell.",Thomas Aquinas,203,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
776,"HELL, DAMNATION, THE DAMNED","The regret and anguish of the damned will be useless, for it will not be on account of any hatred for evil, but on account of grief over being punished.",Thomas Aquinas,203,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
777,"HELL, DAMNATION, THE DAMNED","A man buys hell here with so much pain, that he might have heaven with less than half the amount.",Thomas More,204,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
778,"HELL, DAMNATION, THE DAMNED","The damned are in the abyss of hell, as within a woeful city, where they suffer unspeakable torments in all their senses and members, because as they have employed all their senses and their members in sinning, so shall they suffer in each of them the punishment due to sin.",Francis de Sales,204,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
779,"HELL, DAMNATION, THE DAMNED","Hell is full of the talented, but heaven of the energetic.",Jane Frances de Chantal,204,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
780,"HELL, DAMNATION, THE DAMNED","Lord, I will put myself at hell’s gate, so that I can stop anyone else from entering there.",Dominic Barberi,204,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
781,"HELL, DAMNATION, THE DAMNED","HELL, CHRIST’S DESCENT INTO He descended to the regions beneath the earth, that from there also He might redeem the righteous. For tell me, would you wish for the living to enjoy His grace, and that too when most of them are unholy, and yet have those who from Adam onward had been long imprisoned not at last obtain deliverance? The prophet Isaiah announced with loud voice so many things concerning Him; wouldn’t you want the King to descend and deliver His herald? David was there, and Samuel, and all the prophets, and John the Baptist himself. … Wouldn’t you want Him to descend and deliver such men?",Cyril of Jerusalem,205,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
782,"HELL, DAMNATION, THE DAMNED","A man’s triumph over another is complete when he not only conquers him in the open field but attacks him in his stronghold and deprives him of his kingdom and even of his dwelling-place. Now Christ had triumphed over the Devil and had conquered him on the cross. … Therefore, that His victory might be complete, it was His will to deprive the Devil of his throne and to imprison him in his own house, which is hell. For this reason He descended there, deprived the Devil of his own, bound him, and carried off his spoils.",Thomas Aquinas,205,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
783,"HERESY, HERETICS","Some have a wicked and deceitful way of flaunting the Name about, while acting in a way unworthy of God. They are mad dogs that bite secretly. You must be on your guard against them, for it is hard to heal their bite.",Ignatius of Antioch,206,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
784,"HERESY, HERETICS","I urge you, therefore—not I, but the love of Jesus Christ—eat only Christian food. Keep away from strange fire, by which I mean heresy. For those people mix Jesus Christ with their teachings, speaking things unworthy of belief. It is as if they were giving a deadly poison mixed with sweetened wine, so that the unsuspecting victim readily accepts it and drinks his own death with fatal pleasure.",Ignatius of Antioch,206,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
785,"HERESY, HERETICS","They still call themselves Christians after abandoning the Gospel of Christ and the observance of His law; though walking in darkness they think they still enjoy the light. The Enemy flatters and deceives them … he transforms himself into an angel of light, and primes his servants to act as if they were servants of righteousness; to call the night day, and damnation salvation; to teach presumption and call it hope, disbelief and call it faith, Anti-Christ under the name of Christ; so that by lies that appear to be truth, they sabotage the truth with trickery.",Cyprian of Carthage,206,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
786,"HERESY, HERETICS","Heresies have often arisen and still arise because of this: Perverted minds have no peace, and faithless dissidents will not maintain unity. But the Lord endures and allows these things, while we still have the opportunity to choose freely, so that as the discernment of truth is testing our hearts and minds, the sound faith of those who are approved may shine clearly.",Cyprian of Carthage,206,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
787,"HERESY, HERETICS","Even the heretics appear to have Christ, for none of them denies the name of Christ; yet anyone who does not confess all that pertains to Christ does in fact deny Christ.",Ambrose of Milan,207,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
788,"HERESY, HERETICS","These modern men, who have sprouted up overnight as “theologians” claiming to know everything … fail to agree among themselves about the great dogmas of the Christian faith. Each of them, whoever he may be, claiming that he has the truth, vanquishes the rest—only to be vanquished by the rest in turn. But they are all alike in this way: They all oppose the Catholic faith, and they all are conquered by it.",Thomas More,207,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
789,"HERESY, HERETICS",They turn the antidote of Holy Scripture into poison.,Thomas More,207,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
790,"HERESY, HERETICS","Latitudinarians, while they profess charity towards all doctrines, nevertheless count it heresy to oppose the principle of latitude.",John Henry Cardinal Newman,207,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
791,THE HOLY SPIRIT,"HOLINESS—See Sanctification, Sanctity, Holiness",The Holy,208,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
792,THE HOLY SPIRIT,"Spirit longs to find the gates of our heart, so that He may enter in and dwell there, and sanctify it; and He goes round about to all the gates to see where He may enter.",Ephraem the Syrian,208,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
793,THE HOLY SPIRIT,"The Holy Spirit is a power most mighty, a Being divine and unsearchable; for He is living and intelligent, a sanctifying principle of all things made by God through Christ.",Cyril of Jerusalem,208,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
794,THE HOLY SPIRIT,"To each who receives the Spirit, it is as if he alone received Him; yet the grace the Spirit pours out is quite sufficient for the whole of mankind.",Basil the Great,208,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
795,THE HOLY SPIRIT,"Now what the soul is to the body of man, the Holy Spirit is in the body of Christ, which is the Church. The Holy Spirit does in the whole Church what the soul does in all the members of a single body.",Augustine of Hippo,208,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
796,THE HOLY SPIRIT,"The Holy Spirit gives wisdom against folly, understanding against dullness, counsel against rashness, fortitude against fears, knowledge against ignorance, piety against hardness of our heart, and fear against pride.",Pope Gregory the Great,208,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
797,THE HOLY SPIRIT,"“Love” can be used either as an essential name of the divine nature or as a personal name of a divine person—then it is the proper name of the Holy Spirit, as “Word” is the proper name of the Son.",Thomas Aquinas,208,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
798,THE HOLY SPIRIT,"O Holy Spirit, who gives grace where You will, come into me and ravish me to Yourself. The nature that You made, change with honeysweet gifts, that my soul, filled with delightful joy, may despise and cast away all the things of this world, that it may receive spiritual gifts, given by You, and going with joyful songs into infinite light may be all melted in holy love.",Richard Rolle,208,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
799,THE HOLY SPIRIT,"Holy Spirit, Spirit of truth, You are the Reward of the saints, the Comforter of souls, Light in the darkness, Riches to the poor, Treasure to lovers, Food for the hungry, Comfort to those who are wandering; to sum up, You are the One in whom all treasures are contained. Mary Magdalene dei Pazzi",The Holy,209,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
800,THE HOLY SPIRIT,"Spirit rests in the soul of the righteous just like the dove in her nest. He hatches good desires in a pure soul, as the dove hatches her young.",John Vianney,209,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
801,"HONORS, WORLDLY","If you want to be glorified, despise glory.",John Chrysostom,210,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
802,"HONORS, WORLDLY",The honors of this world—what are they but puff and emptiness and peril of falling?,Augustine of Hippo,210,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
803,"HONORS, WORLDLY","The effort to please men clothes itself in the words and appearances of piety, so that the men whom it beguiles find it difficult to detect its various aspects.",Mark the Ascetic,210,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
804,"HONORS, WORLDLY","Give me Your grace, good Lord, to count the world as nothing; to set my mind firmly on You and not to hang on the blasting words of men’s mouths.",Thomas More,210,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
805,"HONORS, WORLDLY","What men call fame is, after all, but a thing full of wind. A man thinks that many are praising him, and talking only of him, and yet they spend but a very small part of the day thinking of him, being occupied with things of their own.",Thomas More,210,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
806,"HONORS, WORLDLY","Christ tells us that if we want to join Him, we will travel the way He took. Surely it is not right that the Son of God should go His way on the path of shame while the sons of men walk the way of worldly honor.",John of Avila,210,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
807,"HONORS, WORLDLY","We crush the head of the serpent when we scorn and trample underfoot the glory of the world, the praises, the vanities and all the other pomps of pride.",Marie of the Incarnation,210,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
808,"HONORS, WORLDLY",The saints were so completely dead to themselves that they cared very little whether others agreed with them or not.,John Vianney,210,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
809,"HONORS, WORLDLY","Those who covet honor, I mean a great name, really covet no substantial thing at all.",John Henry Cardinal Newman,211,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
810,HOPE,"Hope always draws the soul from the beauty that is seen to what is beyond, always kindles the desire for the hidden through what is perceived.",Gregory of Nyssa,212,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
811,HOPE,"The most hopeful people in the world are the young and the drunk: the first because they have little experience of failure, and the second because they have succeeded in drowning theirs.",Thomas Aquinas,212,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
812,HOPE,"Hide yourself in Jesus crucified, and hope for nothing except that all men be thoroughly converted to His will.",Paul of the Cross,212,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
813,HUMAN NATURE,"For it is impossible for our human nature ever to stop moving; it has been made by its Creator ever to keep changing. Hence when we prevent it from using up its energy on trifles, and keep it on all sides from doing what it should not, it must necessarily move in a straight path towards truth.",Gregory of Nyssa,213,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
814,HUMAN NATURE,"Men go abroad to wonder at the height of mountains, at the huge waves of the sea, at the long courses of the rivers, at the vast compass of the ocean, at the circular motion of the stars—yet they pass by themselves without wondering.",Augustine of Hippo,213,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
815,HUMAN NATURE,"Our condition is most noble, being so beloved of the most high God that He was willing to die for our sake—which He would not have done if man had not been a most noble creature and of great worth.",Angela of Foligno,213,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
816,HUMAN NATURE,"It is not our body that feels, not our mind that thinks, but we, as single human beings, who both feel and think.",Thomas Aquinas,213,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
817,HUMAN NATURE,"God is like a mother who carries her child in her arms by the edge of a precipice. While she is seeking all the time to keep him from danger, he is doing his best to get into it.",John Vianney,213,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
818,HUMILITY,"It is to the humble that Christ belongs, not to those who exalt themselves above His flock. Our Lord Jesus Christ, the Scepter of God’s majesty, did not come in the pomp of pride or arrogance—though He could have done so —but rather in humility.",Pope Clement,214,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
819,HUMILITY,"I I saw all the devil’s traps set upon the earth, and I groaned and said, “Who do you think can pass through them?” And I heard a voice saying, “Humility.”",Antony the Great,214,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
820,HUMILITY,"As a ship cannot be built without nails, so a person cannot be saved without humility.",Amma Syncletica,214,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
821,HUMILITY,Whoever subjects himself to his neighbor in love can never be humiliated.,Basil the Great,214,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
822,HUMILITY,Let us with great diligence implant in our souls the mother of all things that are good—I mean humility.,John Chrysostom,214,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
823,HUMILITY,"If you should ask me what are the ways of God, I would tell you that the first is humility, the second is humility, and the third is still humility. Not that there are no other precepts to give, but if humility does not precede all that we do, our efforts are fruitless.",Augustine of Hippo,214,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
824,HUMILITY,Do you wish to rise? Begin by descending. Do you plan a tower that will pierce the clouds? First lay the foundation on humility.,Augustine of Hippo,214,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
825,HUMILITY,Those who stumble on level ground should stay away from cliffs.,Pope Gregory the Great,215,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
826,HUMILITY,We descend by self-exaltation and ascend by humility.,Benedict of Nursia,215,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
827,HUMILITY,Humility is the only virtue no devil can imitate.,John Climacus,215,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
828,HUMILITY,Humility is a divine veil that covers our good deeds and hides them from our own eyes.,John Climacus,215,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
829,HUMILITY,Blessed is the one who takes no more pride in the good that God says and does through him than in that which He says and does through someone else.,Francis of Assisi,215,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
830,HUMILITY,"What a man is before God, that he is, and nothing more.",Francis of Assisi,215,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
831,HUMILITY,You should never praise anyone until you see how he turns out in the end.,Francis of Assisi,215,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
832,HUMILITY,"An artist who paints our Lord or the Blessed Virgin honors them and recalls them to our mind; nevertheless, the painting claims no other merit than what it is, a creation made of wood and color. God’s servant is like a painting: a creature of God, through whom God is honored because of His blessings. He must not lay claim to any more merit than the wood and color do.",Francis of Assisi,215,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
833,HUMILITY,"All this reverence that is paid to me I never take to myself, but I simply pass it all on to God.",Francis of Assisi,215,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
834,HUMILITY,"Whoever will proudly dispute and contradict will always stand outside the door. Christ, the master of humility, manifests His truth only to the humble and hides Himself from the proud.",Vincent Ferrer,215,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
835,HUMILITY,"It constantly happens that the Lord permits a soul to fall so that it may grow humbler. When it is honest, and realizes what it has done, and returns, it makes ever-increasing progress in our Lord’s service.",Teresa of Avila,216,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
836,HUMILITY,[To argue] over who is the more noble is nothing more than to dispute whether dirt is better for making bricks or for making mortar. O my God! What an insignificant matter!,Teresa of Avila,216,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
837,HUMILITY,God always gives a greater blessing to humble beginnings than to those that start with a chiming of bells.,Vincent de Paul,216,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
838,HUMILITY,What was the life of Christ but a perpetual humiliation?,Vincent de Paul,216,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
839,HUMILITY,"Humility is to the various virtues what the chain is in a rosary. Take away the chain and the beads are scattered; remove humility, and all virtues vanish.",John Vianney,216,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
840,HUMILITY,I knew nothing; I was nothing. For this reason God picked me out.,Catherine Laboure,216,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
841,HUMILITY,The gate of heaven is very low; only the humble can enter it.,Elizabeth Ann Seton,216,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
842,HUMILITY,"On her retirement to a hidden life in the cloister after her celebrated public life as a visionary: The Blessed Virgin used me like a broom, and then put me back in my place. I’m glad of it, and there I stay.",Bernadette Soubirous,216,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
843,HYPOCRISY,"You are like a house with a highly ornamented facade, where burglars have stolen all the furniture out of the back door.",Antony the Great,217,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
844,HYPOCRISY,"If a man preaches but does not practice what he preaches, he is like a well of water where everyone can quench his thirst and wash off his dirt, but which cannot clean away the filth and dung that is around it.",Abba Poemen,217,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
845,HYPOCRISY,"Whoever denies Christ in his actions is an antichrist. Instead of listening to what he says, I look at the life he leads. When actions speak loudly, who needs words? For what evil man doesn’t want to speak well? … The worst liar is the antichrist who with his mouth professes that Jesus is the Christ, but by his actions denies Him.",Augustine of Hippo,217,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
846,HYPOCRISY,"Whoever bids other folks to do right, but gives an evil example by acting the opposite way, is like a foolish weaver who weaves quickly with one hand and unravels the cloth just as quickly with the other.",Thomas More,217,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
847,HYPOCRISY,"Hypocrisy and true virtue have a great resemblance in their external appearance, but they are easily distinguished from each other. Hypocrisy cannot long continue, but is quickly dissipated like rising smoke, while true virtue is always firm and constant.",Francis de Sales,217,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
848,IDLENESS,The idle child treasures up misery for its gray hairs.,Herve of Brittany,218,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
849,IDLENESS,Idleness is the enemy of the soul.,Benedict of Nursia,218,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
850,IDLENESS,Always be doing something worthwhile; then the Devil will always find you busy.,Francis of Assisi,218,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
851,IDLENESS,"The principal trap that the Devil sets for young people is idleness. This is a fatal source of all evil. Don’t let there be any doubt in your mind that man is born to work, and when he doesn’t do so, he’s out of his element and in great danger of offending God.",John Bosco,218,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
852,THE IMAGE OF GOD IN HUMANITY,"When he saw that man was made in the image and likeness of God, the Devil realized that it was useless for him to fight against God, so instead he entangled God’s image in evil. In the same way, an angry man might throw stones at the emperor’s image, since he cannot throw them at the emperor, and so must be content with striking the wood that bears his likeness.",Basil the Great,219,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
853,THE IMAGE OF GOD IN HUMANITY,"Try to realize the dignity God has bestowed on you: He created and formed your body in the image of His beloved Son, and your soul in His own likeness. Yet every creature under heaven serves, acknowledges, and obeys its Creator in its own way better than you do.",Francis of Assisi,219,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
854,THE IMAGE OF GOD IN HUMANITY,"The dignity of resembling the Almighty is common to all men; we should then love them all as ourselves, as living images of the Deity.",Francis de Sales,219,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
855,"IMAGES, SACRED","Even if we make images of pious men, it is not so that we might adore them as gods, but that when we see them, we might be prompted to imitate them; and if we make images of Christ, it is so that our minds might soar aloft in yearning for Him.",Cyril of Alexandria,220,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
856,"IMAGES, SACRED","In former times God, who is without form or body, could never be depicted. But now that God has been seen in the flesh conversing with men, I make an image of the God whom I see. I do not worship matter; I worship the Creator of matter who became matter for my sake, who willed to take His abode in matter; who worked out my salvation through matter. … Because of this I salute all remaining matter with reverence, because God has filled it with His grace and power.",John of Damascus,220,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
857,"IMAGES, SACRED","What the book is to the literate, the image is to the illiterate. Just as words speak to the ear, so the image speaks to the sight; it brings understanding.",John of Damascus,220,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
858,"IMAGES, SACRED",Demons fear the saints and flee from their shadow. A shadow is an image; therefore I make images to terrify the demons.,John of Damascus,220,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
859,"IMAGES, SACRED","The icon is a hymn of triumph, a showing forth, a memorial inscribed for those who have fought and conquered, humbling the demons and putting them to flight.",John of Damascus,220,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
860,THE INCARNATION,"Invisible in His own nature, He became visible in ours. Beyond our grasp, He chose to come within our grasp. Existing before time began, He began to exist at a moment in time. Incapable of suffering as God, He did not refuse to be a man, capable of suffering. Immortal, He chose to be subject to the laws of death.",Pope Leo the Great,221,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
861,THE INCARNATION,"Neither is there any other cause of the Incarnation except this alone: He saw us bowed down to the ground, perishing, tyrannized by death; and He had mercy.",John Chrysostom,221,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
862,THE INCARNATION,"The One who is our very life descended into our world, and bore our death, and slew it with the abundance of His own life. Thundering, He called out to us to return to Him in heaven.",Augustine of Hippo,221,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
863,THE INCARNATION,"Blessed be the Shepherd who became a Lamb for our reconciliation! Blessed be the Branch who became the Cup of our redemption! Blessed also be the Cluster, Fount of the medicine of life! Blessed also be the Tiller, who became Wheat, so that He might be sown; and a Sheaf, so that He might be cut down. Blessed be the Architect who became a Tower for our place of safety!",Ephraem the Syrian,221,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
864,THE INCARNATION,"Blessed be He who dwelt in the womb, and wrought within it a perfect Temple so that He might dwell in it, a Throne so that He might be seated in it, a Garment so that He might be arrayed in it, and a Weapon so that He might conquer through it!",Ephraem the Syrian,221,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
865,THE INCARNATION,"If the Incarnation was a fantasy, salvation is also a fantasy.",Cyril of Jerusalem,222,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
866,THE INCARNATION,"O loving wisdom of our God! When all was sin and shame, A second Adam to the fight and to the rescue came. O wisest love! That flesh and blood, which did in Adam fail Should strive afresh against the foe, should strive and should prevail. And that a higher gift than grace should flesh and blood refine: God’s presence and His very self and essence all-divine.",John Henry Cardinal Newman,222,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
867,INTELLIGENCE,"Let everyone who has the grace of intelligence fear that, because of it, he will be judged more heavily if he is negligent. Let him who has no intelligence or talent rejoice and do as much as he can with the little that he has; for he has been freed from many occasions of sin.",Bridget of Sweden,223,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
868,JESUS,"When placed on the rack to be tortured for her faith: Know, tyrant, that you cannot pluck my faith from my heart! Jesus Christ is my all-in-all, He is my treasure, my life, my bliss, my capitol, my temple, my altar, and nothing can separate me from Him! Macra Jesus, the very thought of Thee with sweetness fills my breast; But sweeter far Thy face to see, and in Thy presence rest.",Bernard of Clairvaux,224,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
869,JESUS,"Nothing is mine, I no longer have anything but Jesus. No place, no thing, no person, no thought, no feelings, no honors, no suffering can turn me away from Jesus. He is for me honor, delight, heart and soul. He whom I love is fatherland, Heaven already! My treasure! My love! Jesus, and Jesus crucified alone makes my happiness!",Bernadette Soubirous,224,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
870,JESUS,"Jesus makes the bitterest mouthful taste sweet. Thérèse of Lisieux Oh, if everyone were to know how beautiful Jesus is, how amiable He is! They would all die from love.",Gemma Galgani,224,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
871,"JESUS, THE NAME OF","For the name of Christ is on the lips of all: It is invoked by the just man in the service of justice; by the perjurer for the sake of deceiving; by the king to confirm his rule; by the soldier to nerve himself for battle; by the husband to establish his authority; by the wife to confess her submission. … All invoke the name of Christ, the Christian with true reverence, the pagan with feigned respect; and they shall all undoubtedly give to that same Person whom they invoke an account both of the spirit and of the language in which they repeat His name.",Augustine of Hippo,225,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
872,"JESUS, THE NAME OF","No voice can sing, nor heart can frame, nor can the mem’ry find A sweeter sound than Thy blest name, O Savior of mankind.",Bernard of Clairvaux,225,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
873,"JESUS, THE NAME OF","Nothing restrains anger, curbs pride, heals the wound of malice, bridles self-indulgence, quenches the passions, checks avarice and puts unclean thoughts to flight as does the name of Jesus.",Bernard of Clairvaux,225,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
